Name,Card Type,Card Sub-Type,Attribute,Monster Type,Class,Level,ATK,DEF,Card Text,Select Your Deck Here,Highest Playability
The Big March of Animals,Spell,Normal,,,,,,,"Until the End Phase, increase the ATK of all face-up Beast-Type monsters on your side of the field by 200 points for each Beast-Type monster on your side of the field.",Select a deck above,Junk
The Bistro Butcher,Monster,Effect,Dark,Fiend,,4,1800,1000,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws 2 cards from their Deck.",Select a deck above,Junk
The Cheerful Coffin,Spell,Normal,,,,,,,You can discard up to 3 Monster Cards from your hand to the Graveyard.,Select a deck above,Junk
The Creator,Monster,Effect,Light,Thunder,,8,2300,3000,"This card cannot be Special Summoned from the Graveyard. Once per turn, you can select 1 monster in your Graveyard, then send 1 card from your hand to the Graveyard and Special Summon that monster.",Select a deck above,Optional
The Creator Incarnate,Monster,Effect,Light,Warrior,,4,1600,1500,"You can Tribute this card to Special Summon 1 ""The Creator"" from your hand.",Select a deck above,Junk
The Dark - Hex-Sealed Fusion,Monster,Effect,Dark,Rock,,3,1000,1600,"You can substitute this card for any 1 Fusion Material Monster. The other Fusion Material Monster(s) must be the correct one(s). By Tributing Fusion Material Monsters on the field, including this card, Special Summon 1 DARK Fusion Monster from your Fusion Deck.",Select a deck above,Junk
The Dark Door,Spell,Continuous,,,,,,,Only 1 monster can attack during each Battle Phase.,Select a deck above,Junk
The Dragon Dwelling in the Cave,Monster,Normal,Wind,Dragon,,4,1300,2000,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures.",Select a deck above,Junk
The Dragon's Bead,Trap,Continuous,,,,,,,Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type monster and destroy the Trap Card.,Select a deck above,Junk
The Earl of Demise,Monster,Normal,Dark,Fiend,,5,2000,700,"This gentlemanly creature is extremely wicked, feared by man and fiend alike.",Select a deck above,Junk
The Earth - Hex-Sealed Fusion,Monster,Effect,Earth,Rock,,3,1000,1600,"You can substitute this card for any 1 Fusion Material Monster. The other Fusion Material Monster(s) must be the correct one(s). By Tributing Fusion Material Monsters on the field, including this card, Special Summon 1 EARTH Fusion Monster from your Fusion Deck.",Select a deck above,Junk
The Emperor's Holiday,Trap,Continuous,,,,,,,Negate all Equip Card effects on the field.,Select a deck above,Junk
The End of Anubis,Monster,Effect,Dark,Fiend,,6,2500,0,"As long as this card remains face-up on the field, all effects of Spell, Trap, and Effect Monster Cards that target a card(s) in the Graveyard or that activate in the Graveyard are negated.",Select a deck above,Junk
The Eye of Truth,Trap,Continuous,,,,,,,"As long as this card remains face-up on the field, your opponent must show his/her hand. Your opponent increases his/her Life Points by 1000 points during each of his/her Standby Phases if he/she has a Spell Card in his/her hand.",Select a deck above,Junk
The Fiend Megacyber,Monster,Effect,Dark,Warrior,,6,2200,1200,"If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (from your hand).",Select a deck above,Junk
The First Sarcophagus,Trap,Continuous,,,,,,,"During each of your opponent's End Phases, place 1 card face-up on your side of the field from your hand or Deck in this order: The Second Sarcophagus"", ""The Third Sarcophagus"". If 1 Sarcophagus card is removed from your side of the field, all of them on your side of the field are sent to the Graveyard. When you have all 3 Sarcophagus cards on your side of the field, send all Sarcophagus cards on your side of the field to the Graveyard to Special Summon 1 ""Spirit of the Pharaoh"" from your hand or Deck.""",Select a deck above,Junk
The Flute of Summoning Dragon,Spell,Normal,,,,,,,"Special Summon up to 2 Dragon-Type monsters from your hand. There must be a face-up ""Lord of D."" on the field to activate and to resolve this effect.",Select a deck above,Junk
The Forgiving Maiden,Monster,Normal,Light,Fairy,,4,850,2000,Offer this face-up card as a Tribute to return 1 of your monsters destroyed in battle during this turn to your hand.,Select a deck above,Junk
The Furious Sea King,Monster,Normal,Water,Aqua,,3,800,700,"Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy.",Select a deck above,Junk
The Graveyard in the Fourth Dimension,Spell,Normal,,,,,,,"Add 2 monsters in your Graveyard that have ""LV"" in their card name to your Deck and shuffle it.",Select a deck above,Junk
The Gross Ghost of Fled Dreams,Monster,Normal,Dark,Fiend,,4,1300,1800,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.",Select a deck above,Junk
The Hunter with 7 Weapons,Monster,Effect,Earth,Warrior,,3,1000,600,"When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, increase the ATK of this card by 1000 points during Damage Calculation.",Select a deck above,Junk
The Illusory Gentleman,Monster,Normal,Dark,Spellcaster,,4,1500,1600,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes.",Select a deck above,Junk
The Immortal of Thunder,Monster,Effect,Light,Thunder,Flip,4,1500,1300,"FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveyard, you lose 5000 Life Points.",Select a deck above,Junk
The Inexperienced Spy,Spell,Normal,,,,,,,Select and see 1 card in your opponent's hand.,Select a deck above,Junk
The Judgement Hand,Monster,Normal,Earth,Warrior,,3,1400,700,An all-powerful hand that delivers ruthless attacks.,Select a deck above,Junk
The Kick Man,Monster,Effect,Dark,Zombie,,3,1300,300,"When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card.",Select a deck above,Junk
The Last Warrior from Another Planet,Monster,Fusion,Earth,Warrior,Effect,7,2350,2300,"Zombyra the Dark + ""Maryokutai""
When this card is Special Summoned, destroy all monsters on your side of the field except this card. As long as this card remains face-up on the field, neither player can Normal Summon, Flip Summon or Special Summon any monster.""",Select a deck above,Staple
The Law of the Normal,Spell,Normal,,,,,,,"You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters.",Select a deck above,Junk
The Legendary Fisherman,Monster,Effect,Water,Warrior,,5,1850,1600,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.",Select a deck above,Junk
The Light - Hex-Sealed Fusion,Monster,Effect,Light,Rock,,3,1000,1600,"You can substitute this card for any 1 Fusion Material Monster. The other Fusion Material Monster(s) must be the correct one(s). By Tributing Fusion Material Monsters on the field, including this card, Special Summon 1 LIGHT Fusion Monster from your Fusion Deck.",Select a deck above,Junk
The Little Swordsman of Aile,Monster,Effect,Water,Warrior,,3,800,1300,Offer 1 monster on your side of the Field as a Tribute to increase this monster's ATK by 700 points until the end of the turn.,Select a deck above,Junk
The Masked Beast,Monster,Ritual,Dark,Fiend,Normal,8,3200,1800,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Curse of the Masked Beast"". You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.",Select a deck above,Junk
The Portrait's Secret,Monster,Normal,Earth,Fiend,,4,1200,1500,"A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.",Select a deck above,Junk
The Puppet Magic of Dark Ruler,Spell,Normal,,,,,,,Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field whose total Levels exactly equal the Level of the selected Fiend-Type monster. Then Special Summon the selected monster from your Graveyard.,Select a deck above,Junk
The Regulation of Tribe,Trap,Continuous,,,,,,,"Select 1 Type of monster. Any monster of the selected Type cannot attack. To keep this card in effect, you must offer 1 monster from the field as a Tribute at each of your Standby Phases. If you cannot, this card is destroyed.",Select a deck above,Junk
The Reliable Guardian,Spell,Quick-Play,,,,,,,Increase 1 face-up monster's DEF by 700 points until the end of this turn.,Select a deck above,Junk
The Rock Spirit,Monster,Effect,Earth,Rock,,4,1700,1000,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 1 EARTH monster in your Graveyard from play. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.,Select a deck above,Junk
The Sanctuary in the Sky,Spell,Field,,,,,,,Battle Damage to the controller of a Fairy-Type monster from a battle involving that Fairy-Type monster becomes 0. (deck contains 2),Select a deck above,Junk
The Second Sarcophagus,Spell,Continuous,,,,,,,"This card can only be placed on the field by the effect of The First Sarcophagus"".""",Select a deck above,Junk
The Secret of the Bandit,Spell,Normal,,,,,,,"This card can only be activated during Main Phase 1. Select 1 face-up monster on the field. Each time the selected monster inflicts Battle Damage to your opponent's Life Points this turn, your opponent discards 1 random card.",Select a deck above,Junk
The Shallow Grave,Spell,Normal,,,,,,,Each player selects a monster in their Graveyard and Special Summon it in face-down Defence Position.,Select a deck above,Staple
The Spell Absorbing Life,Trap,Normal,,,,,,,Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are not activated at this time. Increase your Life Points by 400 points for each Effect Monster Card on the field.,Select a deck above,Junk
The Statue of Easter Island,Monster,Normal,Earth,Rock,,4,1100,1400,A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.,Select a deck above,Junk
The Stern Mystic,Monster,Effect,Light,Spellcaster,Flip,4,1500,1200,"FLIP: All face-down cards on the field are turned face-up, and then returned to their original position. No card effects are activated when cards are turned face-up.",Select a deck above,Junk
The Thing in the Crater,Monster,Effect,Fire,Pyro,,4,1000,1200,"When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.",Select a deck above,Junk
The Third Sarcophagus,Spell,Continuous,,,,,,,"This card can only be placed on the field by the effect of The First Sarcophagus"".""",Select a deck above,Junk
The Trojan Horse,Monster,Effect,Earth,Beast,,4,1600,900,"If you Tribute Summon an EARTH monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon.",Select a deck above,Junk
The Unfriendly Amazon,Monster,Effect,Earth,Warrior,,4,2000,1000,"Offer 1 of your monsters on the field as a Tribute (excluding this monster) during each of your Standby Phases. If you cannot, this card is destroyed. Monsters used for a Tribute Summon or that are offered as Tributes due to other cards' effects are excluded.",Select a deck above,Junk
The Unhappy Girl,Monster,Effect,Light,Spellcaster,,2,400,300,"While this card is in face-up Attack Position on the field, this card is not destroyed as a result of battle. (Damage calculation is applied normally.) A monster that battled with this card cannot change its battle position, except with a card effect, or attack while this card is in face-up Attack Position on the field.",Select a deck above,Junk
The Unhappy Maiden,Monster,Effect,Light,Spellcaster,,1,0,100,"When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends immediately.",Select a deck above,Junk
The Warrior Returning Alive,Spell,Normal,,,,,,,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,Select a deck above,Junk
The Wicked Worm Beast,Monster,Effect,Earth,Beast,,3,1400,700,This face-up card on the field is returned to the owner's hand during the End Phase of your turn.,Select a deck above,Junk
Theban Nightmare,Monster,Effect,Light,Fiend,,4,1500,500,"While you have no cards in your hand and in your Spell & Trap Card Zones, this card gains 1500 ATK.",Select a deck above,Junk
Theinen the Great Sphinx,Monster,Effect,Light,Beast,,10,3500,3000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both ""Andro Sphinx"" and ""Sphinx Teleia"" on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned, by paying 500 Life Points, increase the ATK of this card by 3000 points until the end of the End Phase.",Select a deck above,Junk
Thestalos the Firestorm Monarch,Monster,Effect,Fire,Pyro,,6,2400,1000,"When this card is Tribute Summoned, discard 1 random card from your opponent's hand. If it was a Monster Card, inflict damage to your opponent equeal to it's level x 100.",Select a deck above,Junk
Thousand Dragon,Monster,Fusion,Wind,Dragon,Normal,7,2400,2000,"""Time Wizard"" + ""Baby Dragon""",Select a deck above,Junk
Thousand Energy,Spell,Normal,,,,,,,Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your side of the field by 1000 points until the End Phase. Destroy all Level 2 Normal Monsters on your side of the field during the End Phase.,Select a deck above,Junk
Thousand Knives,Spell,Normal,,,,,,,"Activate only while you control a face-up ""Dark Magician"". Destroy 1 monster your opponent controls.",Select a deck above,Junk
Thousand Needles,Monster,Effect,Earth,Beast,,4,1000,1800,"When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step.",Select a deck above,Junk
Thousand-Eyes Idol,Monster,Normal,Dark,Spellcaster,,1,0,0,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.",Select a deck above,Junk
Thousand-Eyes Restrict,Monster,Fusion,Dark,Spellcaster,Effect,1,0,0,"Relinquished+ ""Thousand-Eyes Idol""
As long as this card remains face-up on the field, other monsters cannot change their battle positions or attack. Select 1 monster on your opponent's side of the field and equip it to this card (this effect can only be used once per turn and you can only equip 1 monster at a time to this card). The ATK and DEF of this card become the same amounts as the monster equipped to this card. If this card is destroyed as a result of battle, the equipped monster is destroyed instead.",Select a deck above,Staple
Threatening Roar,Trap,Normal,,,,,,,Your opponent cannot declare an attack this turn.,Select a deck above,Junk
Three-Headed Geedo,Monster,Normal,Dark,Fiend,,4,1200,1400,A three-headed nocturnal monster that is absolutely ruthless when fighting.,Select a deck above,Junk
Three-Legged Zombies,Monster,Normal,Dark,Zombie,,3,1100,800,"A pair of friendly skeletons, lean and fat, that travel with extreme difficulty.",Select a deck above,Junk
Throwstone Unit,Monster,Effect,Earth,Warrior,,4,900,2000,Offer 1 Warrior-Type monster on your side of the field as a Tribute to destroy 1 face-up monster on the field whose DEF is equal to or lower than the ATK of this monster.,Select a deck above,Junk
Thunder Crash,Spell,Normal,,,,,,,Destroy all monsters on your side of the field. Inflict damage to your opponent's Life Points equal to the number of monsters destroyed x 300 points.,Select a deck above,Junk
Thunder Dragon,Monster,Effect,Light,Thunder,,5,1600,1500,"During your Main Phase, by discarding this card, add up to 2 ""Thunder Dragons"" from your Deck to your hand.",Select a deck above,Staple
Thunder Nyan Nyan,Monster,Effect,Light,Thunder,,4,1900,800,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card.",Select a deck above,Junk
Thunder of Ruler,Trap,Normal,,,,,,,During your opponent's Standby Phase: You can activate this card; there is no Battle Phase this turn.,Select a deck above,Junk
Tiger Axe,Monster,Normal,Earth,Beast-Warrior,,4,1300,1100,A fast and powerful axe-wielding beast-warrior.,Select a deck above,Junk
Time Seal,Trap,Normal,,,,,,,Your opponent skips the Draw Phase of his/her next turn.,Select a deck above,Optional
Time Wizard,Monster,Effect,Light,Spellcaster,,2,500,400,"Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy all monsters you control, and if you do, you take damage equal to half the total ATK that those destroyed monsters had on the field.",Select a deck above,Junk
Timeater,Monster,Effect,Dark,Machine,,6,1900,1700,"If this monster destroys a monster on your opponent's side of the field in battle, your opponent skips his/her next Main Phase 1.",Select a deck above,Junk
Timidity,Spell,Normal,,,,,,,Neither player can destroy Set Spell and Trap Cards on the field until your opponent's next End Phase.,Select a deck above,Junk
Token Feastevil,Trap,Normal,,,,,,,"You can only activate this card when a Token(s) is Special Summoned. Destroy all Tokens on the field, and inflict 300 points of damage to your opponent's Life Points for each destroyed Token.",Select a deck above,Junk
Token Thanksgiving,Spell,Normal,,,,,,,Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 points.,Select a deck above,Junk
Toll,Spell,Continuous,,,,,,,Each player must pay 500 Life Points to declare an attack.,Select a deck above,Junk
Tongyo,Monster,Normal,Water,Fish,,4,1350,800,This monster captures other fish with its long tongue and sucks the energy out of them.,Select a deck above,Junk
Toon Alligator,Monster,Normal,Water,Reptile,,4,800,1600,An alligator monster straight from the cartoons.,Select a deck above,Junk
Toon Cannon Soldier,Monster,Effect,Dark,Machine,Toon,4,1400,1300,"This card cannot attack during the turn that it is Normal Summoned, Flip Summoned, or Special Summoned. When ""Toon World"" on the field is destroyed, destroy this card. If ""Toon World"" is on your side of the field and your opponent does not control a Toon Monster, this card can attack your opponent's Life Points directly. Tribute 1 monster on your side of the field to inflict 500 points of damage to your opponent's Life Points.",Select a deck above,Optional
Toon Defense,Trap,Continuous,,,,,,,"When your opponent's monster attacks a face-up Level 4 or lower Toon Monster on your side of the field, you can make the attack a direct attack to your Life Points.",Select a deck above,Junk
Toon Gemini Elf,Monster,Effect,Earth,Spellcaster,Toon,4,1900,900,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. When this card inflicts Battle Damage to your opponent: Discard 1 random card from your opponent's hand.",Select a deck above,Junk
Toon Goblin Attack Force,Monster,Effect,Earth,Warrior,Toon,4,2300,0,"This card cannot attack during the turn that it is Normal Summoned, Flip Summoned, or Special Summoned. When ""Toon World"" on the field is destroyed, this card is also destroyed. If ""Toon World"" is on your side of the field and your opponent does not control a Toon Monster, this card can attack your opponent's Life Points directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and you cannot change this Battle Position until the end of your next turn.",Select a deck above,Junk
Toon Masked Sorcerer,Monster,Effect,Dark,Spellcaster,Toon,4,900,1400,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. When this card inflicts Battle Damage to your opponent's Life Points: Draw 1 card from your deck.",Select a deck above,Junk
Toon Mermaid,Monster,Effect,Water,Aqua,Toon,4,1400,1500,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned while you control ""Toon World"". You can Special Summon this card from your hand (but Tributes are required if it is Level 5 or higher). This card cannot attack during the turn it is Summoned. This card cannot attack unless you pay 500 Life Points. When ""Toon World"" is destroyed, destroy this card. If your opponent doesn't control a Toon Monster, this card can attack your opponent directly. If your opponent controls a face-up Toon Monster, you must select it as an attack target.",Select a deck above,Junk
Toon Summoned Skull,Monster,Effect,Dark,Fiend,Toon,6,2500,1200,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned while you control ""Toon World"". You can Special Summon this card from your hand (but Tributes are required if it is Level 5 or higher). This card cannot attack during the turn it is Summoned. This card cannot attack unless you pay 500 Life Points. When ""Toon World"" is destroyed, destroy this card. If your opponent doesn't control a Toon Monster, this card can attack your opponent directly. If your opponent controls a face-up Toon Monster, you must select it as an attack target.",Select a deck above,Junk
Toon Table of Contents,Spell,Normal,,,,,,,"Add 1 ""Toon"" card or ""Manga Ryu-Ran"" from your Deck to your hand.",Select a deck above,Optional
Toon World,Spell,Continuous,,,,,,,Activate this card by paying 1000 LP.,Select a deck above,Junk
Tornado Bird,Monster,Effect,Wind,Winged Beast,Flip,4,1100,1000,FLIP: Return 2 Spell or Trap Cards on the field to the hands of the owner.,Select a deck above,Junk
Tornado Wall,Trap,Continuous,,,,,,,"Activate only while ""Umi"" is on the field. As long as ""Umi"" remains face-up on the field, you take no damage from attacking monsters. When ""Umi"" is removed from the field, destroy this card.",Select a deck above,Junk
Torpedo Fish,Monster,Effect,Water,Fish,,3,1000,1000,"While Umi"" is face-up on the field, this card is unaffected by any Spell Cards.""",Select a deck above,Junk
Torrential Tribute,Trap,Normal,,,,,,,When a monster(s) is Summoned: Destroy all monsters on the field.,Select a deck above,Staple
Total Defense Shogun,Monster,Effect,Dark,Warrior,,6,1550,2500,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.",Select a deck above,Junk
Tower of Babel,Trap,Continuous,,,,,,,"Each time a Spell Card is activated, place 1 Spell Counter on this card. When the 4th Spell Counter is placed on this card, destroy this card and inflict 3000 damage to the player that activated the Spell Card at that time.",Select a deck above,Junk
Tragedy,Trap,Normal,,,,,,,You can only activate this card when a monster on your opponent's side of the field in face-up Attack Position is changed to face-up Defense Position. Destroy all Defense Position monsters on your opponent's side of the field.,Select a deck above,Junk
Trap Dustshoot,Trap,Normal,,,,,,,"Activate only when your opponent has 4 or more cards in their hand. Look at your opponent's hand, select 1 Monster Card in it, and return that card to its owner's Deck.",Select a deck above,Optional
Trap Hole,Trap,Normal,,,,,,,When your opponent Normal or Flip Summons a monster with 1000 or more ATK: Target that monster; destroy that target.,Select a deck above,Borderline
Trap Jammer,Trap,Counter,,,,,,,"When your opponent activates a Trap Card during the Battle Phase: Negate the activation, and if you do, destroy it.",Select a deck above,Junk
Trap Master,Monster,Effect,Earth,Warrior,Flip,3,500,1100,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.",Select a deck above,Junk
Trap of Board Eraser,Trap,Counter,,,,,,,"When an effect that inflicts damage to your Life Points is activated (except Battle Damage), negate the damge to your Life Points. Your opponent then selects 1 card from his/her hand and discards it to his/her Graveyard.",Select a deck above,Junk
Tremendous Fire,Spell,Normal,,,,,,,Inflict 1000 points of damage to your opponent's Life Points and 500 points of damage to your Life Points.,Select a deck above,Optional
Trent,Monster,Normal,Earth,Plant,,5,1500,1800,"A guardian of the woods, this massive tree is believed to be immortal.",Select a deck above,Junk
Tri-Horned Dragon,Monster,Normal,Dark,Dragon,,8,2850,2350,An unworthy dragon with three sharp horns sprouting from its head.,Select a deck above,Junk
Trial of Nightmare,Monster,Normal,Dark,Fiend,,4,1300,900,This fiend passes judgment on enemies that are locked in coffins.,Select a deck above,Junk
Triangle Ecstasy Spark,Spell,Normal,,,,,,,"Until the End Phase, the ATK of all ""Harpie Lady Sisters"" currently on the field becomes 2700 your opponent cannot activate any Trap Cards, also negate all your opponent's Trap Card effects on the field.",Select a deck above,Junk
Triangle Power,Spell,Normal,,,,,,,Increase the original ATK and DEF of all face-up Level 1 Normal Monsters (except Tokens) on your side of the field by 2000 points until the End Phase. Destroy all Level 1 Normal Monsters on your side of the field during the End Phase.,Select a deck above,Junk
Tribe-Infecting Virus,Monster,Effect,Water,Aqua,,4,1600,1000,Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the declared Type on the field.,Select a deck above,Staple
Tribute Doll,Spell,Normal,,,,,,,Tribute 1 monster on your side of the field to activate this card. Special Summon 1 Level 7 monster that can be Normal Summoned from your hand. That monster cannot attack this turn.,Select a deck above,Junk
Tribute to the Doomed,Spell,Normal,,,,,,,Discard 1 card. Destroy 1 monster on the field.,Select a deck above,Junk
Tripwire Beast,Monster,Normal,Earth,Thunder,,4,1200,1300,This creature attacks with electromagnetic waves.,Select a deck above,Junk
Troop Dragon,Monster,Effect,Wind,Dragon,,2,700,800,"If this card is destroyed and sent to the Graveyard as a result of battle, select and Special Summon 1 Troop Dragon"" from your Deck to your side of the field. Then shuffle your Deck.""",Select a deck above,Junk
Tsukuyomi,Monster,Effect,Dark,Spellcaster,Spirit,4,1100,1400,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Target 1 face-up monster on the field; change that target to face-down Defense Position.,Select a deck above,Staple
Turtle Bird,Monster,Normal,Water,Aqua,,6,1900,1700,"An unusual turtle that not only swims at tremendous speeds, but can also sail across the skies.",Select a deck above,Junk
Turtle Oath,Spell,Ritual,,,,,,,"This card is used to Ritual Summoned ""Crab Turtle"". You must also offer monsters whose total Level Stars equal 8 or more from the Field or your hand as a Tribute.",Select a deck above,Junk
Turtle Tiger,Monster,Normal,Water,Aqua,,4,1000,1500,A tiger encased in a protective shell that attacks with razor-sharp fangs.,Select a deck above,Junk
Turu-Purun,Monster,Normal,Water,Aqua,,2,450,500,"A strange, one-eyed monster that can fell an enemy with a single stab of its spear.",Select a deck above,Junk
Tutan Mask,Trap,Counter,,,,,,,Negate the activation and the effect of a Spell or Trap Card that targets 1 face-up Zombie-Type monster and destroy it.,Select a deck above,Junk
Twin Long Rods #2,Monster,Normal,Water,Aqua,,3,850,700,An amphibious creature with two whip-like tails.,Select a deck above,Junk
Twin Swords of Flashing Light - Tryce,Spell,Equip,,,,,,,Send 1 card from your hand to your Graveyard to equip this card. Decrease the ATK of a monster equipped with this card by 500 points. A monster equipped with this card can attack twice during the same Battle Phase.,Select a deck above,Junk
Twin-Headed Behemoth,Monster,Effect,Wind,Dragon,,3,1500,1200,"During the End Phase, if this card was destroyed on the field and sent to the Graveyard this turn: Special Summon it from the Graveyard, and make its ATK and DEF 1000. Each player can only use the effect of ""Twin-Headed Behemoth"" once per Duel.",Select a deck above,Borderline
Twin-Headed Fire Dragon,Monster,Normal,Fire,Pyro,,6,2200,1700,Two dragons fused as one from the effects of the Big Bang.,Select a deck above,Junk
Twin-Headed Thunder Dragon,Monster,Fusion,Light,Thunder,Normal,7,2800,2100,"""Thunder Dragon"" + ""Thunder Dragon""",Select a deck above,Junk
Twin-Headed Wolf,Monster,Effect,Dark,Fiend,,4,1500,1000,"When there is another face-up Fiend-Type monster on your side of the field, negate the effect of Flip Effect Monsters destroyed by this card as a result of battle.",Select a deck above,Junk
Twinheaded Beast,Monster,Effect,Fire,Beast,,6,1700,1900,This card can attack twice during the same Battle Phase.,Select a deck above,Junk
Two Thousand Needles,Monster,Effect,Earth,Beast,,5,2000,1800,"When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, destroy the attacking monster at the end of the Damage Step.",Select a deck above,Junk
Two-Headed King Rex,Monster,Normal,Earth,Dinosaur,,4,1600,1200,A powerful monster whose two heads attack as one.,Select a deck above,Junk
Two-Man Cell Battle,Spell,Continuous,,,,,,,"During each player's End Phase, the turn player can Special Summon 1 Level 4 Normal Monster from his/her hand.",Select a deck above,Junk
Two-Mouth Darkruler,Monster,Normal,Earth,Dragon,,3,900,700,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back.",Select a deck above,Junk
Two-Pronged Attack,Trap,Normal,,,,,,,Select and destroy 2 of your monsters and 1 of your opponent's monsters.,Select a deck above,Junk
Tyhone,Monster,Normal,Wind,Winged Beast,,4,1200,1400,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles.",Select a deck above,Junk
Tyhone #2,Monster,Normal,Fire,Dragon,,6,1700,1900,A crimson dragon that spits fireballs to create a blazing sea of fire.,Select a deck above,Junk
Type Zero Magic Crusher,Trap,Continuous,,,,,,,Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.,Select a deck above,Junk
Tyrant Dragon,Monster,Effect,Fire,Dragon,,8,2900,2500,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can attack once again. Negate the effect of any Trap Card that targets this card, and destroy that Trap Card. If this card is Special Summoned from the Graveyard by another card's effect, you must Tribute 1 Dragon-Type monster.",Select a deck above,Junk
UFO Turtle,Monster,Effect,Fire,Machine,,4,1400,1200,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.",Select a deck above,Junk
Ultimate Baseball Kid,Monster,Effect,Fire,Warrior,,3,500,100,Increase the ATK of this card by 1000 points for each FIRE monster on the field other than this card. Send a FIRE monster other than this card to the Graveyard to inflict 500 points of damage to your opponent's Life Points.,Select a deck above,Junk
Ultimate Insect LV1,Monster,Effect,Wind,Insect,,1,0,0,"As long as this card remains face-up on your side of the field, it is unaffected by any Spell Cards. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 ""Ultimate Insect LV3"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",Select a deck above,Junk
Ultimate Insect LV3,Monster,Effect,Wind,Insect,,3,1400,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV1"", as long as this card remains on the field, decrease the ATK of all your opponent's monsters by 300 points. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 ""Ultimate Insect LV5"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)",Select a deck above,Junk
